# Имена эмодзи — Unicode CLDR (common/annotations/ru.xml, annotationsDerived/ru.xml), tools/emoji_ru.py.
# Copyright © 2001–2026 Unicode, Inc. Distributed under the Unicode License v3 (SPDX: Unicode-3.0):
# Полный текст уведомления — emoji_ru.LICENSE.txt рядом.
# Формат: эмодзи без U+FE0F <TAB> имя.
#⃣	клавиши: #
*⃣	клавиши: *
👐🏼	ладони в стороны
👐🏽	ладони в стороны
👐🏾	ладони в стороны
👐🏿	ладони в стороны
👑	корона
👒	шляпка
👓	очки
👔	галстук
👕	футболка
👖	джинсы
👗	платье
👘	кимоно
👙	бикини
👚	блузка
👛	кошелек
👜	сумка
👝	клатч
👞	ботинок
👟	кроссовки
👠	туфли на каблуке
👡	босоножки
👢	сапог
👣	следы
👤	силуэт человека
👥	два силуэта
👦	мальчик
👦🏻	мальчик
👦🏼	мальчик
👦🏽	мальчик
👦🏾	мальчик
👦🏿	мальчик
👧	девочка
👧🏻	девочка
👧🏼	девочка
👧🏽	девочка
👧🏾	девочка
👧🏿	девочка
👨	мужчина
👨‍⚕	врач
👨‍⚖	мужчина-судья
👨‍✈	мужчина-пилот
👨‍❤‍👨	влюбленная пара: мужчина мужчина
👨‍❤‍💋‍👨	поцелуй: мужчина мужчина
👨‍🌾	мужчина-фермер
👨‍🍳	мужчина-повар
👨‍🍼	кормящий мужчина
👨‍🎓	студент
👨‍🎤	мужчина-певец
👨‍🎨	мужчина-художник
👨‍🏫	учитель
👨‍🏭	мужчина-рабочий
👨‍👦	семья: мужчина мальчик
👨‍👦‍👦	семья: мужчина мальчик мальчик
👨‍👧	семья: мужчина девочка
👨‍👧‍👦	семья: мужчина девочка мальчик
👨‍👧‍👧	семья: мужчина девочка девочка
👨‍👨‍👦	семья: мужчина мужчина мальчик
👨‍👨‍👦‍👦	семья: мужчина мужчина мальчик мальчик
👨‍👨‍👧	семья: мужчина мужчина девочка
👨‍👨‍👧‍👦	семья: мужчина мужчина девочка мальчик
👨‍👨‍👧‍👧	семья: мужчина мужчина девочка девочка
👨‍👩‍👦	семья: мужчина женщина мальчик
👨‍👩‍👦‍👦	семья: мужчина женщина мальчик мальчик
👨‍👩‍👧	семья: мужчина женщина девочка
👨‍👩‍👧‍👦	семья: мужчина женщина девочка мальчик
👨‍👩‍👧‍👧	семья: мужчина женщина девочка девочка
👨‍💻	мужчина-инженер
👨‍💼	офисный работник - мужчина
👨‍🔧	мужчина-механик
👨‍🔬	мужчина-ученый
👨‍🚀	мужчина-космонавт
👨‍🚒	мужчина-пожарный
👨‍🦯	мужчина с тростью для ходьбы
👨‍🦯‍➡	мужчина с тростью для ходьбы: , направленные вправо
👨‍🦰	мужчина: рыжие волосы
👨‍🦱	мужчина: кудрявые волосы
👨‍🦲	мужчина: без волос
👨‍🦳	мужчина: седые волосы
👨‍🦼	мужчина в электрическом кресле-коляске
👨‍🦼‍➡	мужчина в электрическом кресле-коляске: , направленные вправо
👨‍🦽	мужчина в ручном кресле-коляске
👨‍🦽‍➡	мужчина в ручном кресле-коляске: , направленные вправо
👨🏻	мужчина
👨🏻‍⚕	врач
👨🏻‍⚖	мужчина-судья
👨🏻‍✈	мужчина-пилот
👨🏻‍❤‍👨🏻	влюбленная пара: мужчина мужчина
👨🏻‍❤‍👨🏼	влюбленная пара: мужчина мужчина
👨🏻‍❤‍👨🏽	влюбленная пара: мужчина мужчина
👨🏻‍❤‍👨🏾	влюбленная пара: мужчина мужчина
👨🏻‍❤‍👨🏿	влюбленная пара: мужчина мужчина
👨🏻‍❤‍💋‍👨🏻	поцелуй: мужчина мужчина
👨🏻‍❤‍💋‍👨🏼	поцелуй: мужчина мужчина
👨🏻‍❤‍💋‍👨🏽	поцелуй: мужчина мужчина
👨🏻‍❤‍💋‍👨🏾	поцелуй: мужчина мужчина
👨🏻‍❤‍💋‍👨🏿	поцелуй: мужчина мужчина
👨🏻‍🌾	мужчина-фермер
👨🏻‍🍳	мужчина-повар
👨🏻‍🍼	кормящий мужчина
👨🏻‍🎓	студент
👨🏻‍🎤	мужчина-певец
👨🏻‍🎨	мужчина-художник
👨🏻‍🏫	учитель
👨🏻‍🏭	мужчина-рабочий
👨🏻‍🐰‍👨🏼	мужчины с ушами кролика
👨🏻‍🐰‍👨🏽	мужчины с ушами кролика
👨🏻‍🐰‍👨🏾	мужчины с ушами кролика
👨🏻‍🐰‍👨🏿	мужчины с ушами кролика
👨🏻‍💻	мужчина-инженер
👨🏻‍💼	офисный работник - мужчина
👨🏻‍🔧	мужчина-механик
👨🏻‍🔬	мужчина-ученый
👨🏻‍🚀	мужчина-космонавт
👨🏻‍🚒	мужчина-пожарный
👨🏻‍🤝‍👨🏼	двое мужчин
👨🏻‍🤝‍👨🏽	двое мужчин
👨🏻‍🤝‍👨🏾	двое мужчин
👨🏻‍🤝‍👨🏿	двое мужчин
👨🏻‍🦯	мужчина с тростью для ходьбы
👨🏻‍🦯‍➡	мужчина с тростью для ходьбы , направленные вправо
👨🏻‍🦰	мужчина рыжие волосы
👨🏻‍🦱	мужчина кудрявые волосы
👨🏻‍🦲	мужчина без волос
👨🏻‍🦳	мужчина седые волосы
👨🏻‍🦼	мужчина в электрическом кресле-коляске
👨🏻‍🦼‍➡	мужчина в электрическом кресле-коляске , направленные вправо
👨🏻‍🦽	мужчина в ручном кресле-коляске
👨🏻‍🦽‍➡	мужчина в ручном кресле-коляске , направленные вправо
👨🏻‍🫯‍👨🏼	мужчины-борцы
👨🏻‍🫯‍👨🏽	мужчины-борцы
👨🏻‍🫯‍👨🏾	мужчины-борцы
👨🏻‍🫯‍👨🏿	мужчины-борцы
👨🏼	мужчина
👨🏼‍⚕	врач
👨🏼‍⚖	мужчина-судья
👨🏼‍✈	мужчина-пилот
👨🏼‍❤‍👨🏻	влюбленная пара: мужчина мужчина
👨🏼‍❤‍👨🏼	влюбленная пара: мужчина мужчина
👨🏼‍❤‍👨🏽	влюбленная пара: мужчина мужчина
👨🏼‍❤‍👨🏾	влюбленная пара: мужчина мужчина
👨🏼‍❤‍👨🏿	влюбленная пара: мужчина мужчина
👨🏼‍❤‍💋‍👨🏻	поцелуй: мужчина мужчина
👨🏼‍❤‍💋‍👨🏼	поцелуй: мужчина мужчина
👨🏼‍❤‍💋‍👨🏽	поцелуй: мужчина мужчина
👨🏼‍❤‍💋‍👨🏾	поцелуй: мужчина мужчина
👨🏼‍❤‍💋‍👨🏿	поцелуй: мужчина мужчина
👨🏼‍🌾	мужчина-фермер
👨🏼‍🍳	мужчина-повар
👨🏼‍🍼	кормящий мужчина
👨🏼‍🎓	студент
👨🏼‍🎤	мужчина-певец
👨🏼‍🎨	мужчина-художник
👨🏼‍🏫	учитель
👨🏼‍🏭	мужчина-рабочий
👨🏼‍🐰‍👨🏻	мужчины с ушами кролика
👨🏼‍🐰‍👨🏽	мужчины с ушами кролика
👨🏼‍🐰‍👨🏾	мужчины с ушами кролика
👨🏼‍🐰‍👨🏿	мужчины с ушами кролика
👨🏼‍💻	мужчина-инженер
👨🏼‍💼	офисный работник - мужчина
👨🏼‍🔧	мужчина-механик
👨🏼‍🔬	мужчина-ученый
👨🏼‍🚀	мужчина-космонавт
👨🏼‍🚒	мужчина-пожарный
👨🏼‍🤝‍👨🏻	двое мужчин
👨🏼‍🤝‍👨🏽	двое мужчин
👨🏼‍🤝‍👨🏾	двое мужчин
👨🏼‍🤝‍👨🏿	двое мужчин
👨🏼‍🦯	мужчина с тростью для ходьбы
👨🏼‍🦯‍➡	мужчина с тростью для ходьбы , направленные вправо
👨🏼‍🦰	мужчина рыжие волосы
👨🏼‍🦱	мужчина кудрявые волосы
👨🏼‍🦲	мужчина без волос
👨🏼‍🦳	мужчина седые волосы
👨🏼‍🦼	мужчина в электрическом кресле-коляске
👨🏼‍🦼‍➡	мужчина в электрическом кресле-коляске , направленные вправо
👨🏼‍🦽	мужчина в ручном кресле-коляске
👨🏼‍🦽‍➡	мужчина в ручном кресле-коляске , направленные вправо
👨🏼‍🫯‍👨🏻	мужчины-борцы
👨🏼‍🫯‍👨🏽	мужчины-борцы
👨🏼‍🫯‍👨🏾	мужчины-борцы
👨🏼‍🫯‍👨🏿	мужчины-борцы
👨🏽	мужчина
👨🏽‍⚕	врач
👨🏽‍⚖	мужчина-судья
👨🏽‍✈	мужчина-пилот
👨🏽‍❤‍👨🏻	влюбленная пара: мужчина мужчина
👨🏽‍❤‍👨🏼	влюбленная пара: мужчина мужчина
👨🏽‍❤‍👨🏽	влюбленная пара: мужчина мужчина
👨🏽‍❤‍👨🏾	влюбленная пара: мужчина мужчина
👨🏽‍❤‍👨🏿	влюбленная пара: мужчина мужчина
👨🏽‍❤‍💋‍👨🏻	поцелуй: мужчина мужчина
👨🏽‍❤‍💋‍👨🏼	поцелуй: мужчина мужчина
👨🏽‍❤‍💋‍👨🏽	поцелуй: мужчина мужчина
👨🏽‍❤‍💋‍👨🏾	поцелуй: мужчина мужчина
👨🏽‍❤‍💋‍👨🏿	поцелуй: мужчина мужчина
👨🏽‍🌾	мужчина-фермер
👨🏽‍🍳	мужчина-повар
👨🏽‍🍼	кормящий мужчина
👨🏽‍🎓	студент
👨🏽‍🎤	мужчина-певец
👨🏽‍🎨	мужчина-художник
👨🏽‍🏫	учитель
👨🏽‍🏭	мужчина-рабочий
👨🏽‍🐰‍👨🏻	мужчины с ушами кролика
👨🏽‍🐰‍👨🏼	мужчины с ушами кролика
👨🏽‍🐰‍👨🏾	мужчины с ушами кролика
👨🏽‍🐰‍👨🏿	мужчины с ушами кролика
👨🏽‍💻	мужчина-инженер
👨🏽‍💼	офисный работник - мужчина
👨🏽‍🔧	мужчина-механик
👨🏽‍🔬	мужчина-ученый
👨🏽‍🚀	мужчина-космонавт
👨🏽‍🚒	мужчина-пожарный
👨🏽‍🤝‍👨🏻	двое мужчин
👨🏽‍🤝‍👨🏼	двое мужчин
👨🏽‍🤝‍👨🏾	двое мужчин
👨🏽‍🤝‍👨🏿	двое мужчин
👨🏽‍🦯	мужчина с тростью для ходьбы
👨🏽‍🦯‍➡	мужчина с тростью для ходьбы , направленные вправо
👨🏽‍🦰	мужчина рыжие волосы
👨🏽‍🦱	мужчина кудрявые волосы
👨🏽‍🦲	мужчина без волос
👨🏽‍🦳	мужчина седые волосы
👨🏽‍🦼	мужчина в электрическом кресле-коляске
👨🏽‍🦼‍➡	мужчина в электрическом кресле-коляске , направленные вправо
👨🏽‍🦽	мужчина в ручном кресле-коляске
👨🏽‍🦽‍➡	мужчина в ручном кресле-коляске , направленные вправо
👨🏽‍🫯‍👨🏻	мужчины-борцы
👨🏽‍🫯‍👨🏼	мужчины-борцы
👨🏽‍🫯‍👨🏾	мужчины-борцы
👨🏽‍🫯‍👨🏿	мужчины-борцы
👨🏾	мужчина
👨🏾‍⚕	врач
👨🏾‍⚖	мужчина-судья
👨🏾‍✈	мужчина-пилот
👨🏾‍❤‍👨🏻	влюбленная пара: мужчина мужчина
👨🏾‍❤‍👨🏼	влюбленная пара: мужчина мужчина
👨🏾‍❤‍👨🏽	влюбленная пара: мужчина мужчина
👨🏾‍❤‍👨🏾	влюбленная пара: мужчина мужчина
👨🏾‍❤‍👨🏿	влюбленная пара: мужчина мужчина
👨🏾‍❤‍💋‍👨🏻	поцелуй: мужчина мужчина
👨🏾‍❤‍💋‍👨🏼	поцелуй: мужчина мужчина
👨🏾‍❤‍💋‍👨🏽	поцелуй: мужчина мужчина
👨🏾‍❤‍💋‍👨🏾	поцелуй: мужчина мужчина
👨🏾‍❤‍💋‍👨🏿	поцелуй: мужчина мужчина
👨🏾‍🌾	мужчина-фермер
👨🏾‍🍳	мужчина-повар
👨🏾‍🍼	кормящий мужчина
👨🏾‍🎓	студент
👨🏾‍🎤	мужчина-певец
👨🏾‍🎨	мужчина-художник
👨🏾‍🏫	учитель
👨🏾‍🏭	мужчина-рабочий
👨🏾‍🐰‍👨🏻	мужчины с ушами кролика
👨🏾‍🐰‍👨🏼	мужчины с ушами кролика
👨🏾‍🐰‍👨🏽	мужчины с ушами кролика
👨🏾‍🐰‍👨🏿	мужчины с ушами кролика
👨🏾‍💻	мужчина-инженер
👨🏾‍💼	офисный работник - мужчина
👨🏾‍🔧	мужчина-механик
👨🏾‍🔬	мужчина-ученый
👨🏾‍🚀	мужчина-космонавт
👨🏾‍🚒	мужчина-пожарный
👨🏾‍🤝‍👨🏻	двое мужчин
👨🏾‍🤝‍👨🏼	двое мужчин
👨🏾‍🤝‍👨🏽	двое мужчин
👨🏾‍🤝‍👨🏿	двое мужчин
👨🏾‍🦯	мужчина с тростью для ходьбы
👨🏾‍🦯‍➡	мужчина с тростью для ходьбы , направленные вправо
👨🏾‍🦰	мужчина рыжие волосы
👨🏾‍🦱	мужчина кудрявые волосы
👨🏾‍🦲	мужчина без волос
👨🏾‍🦳	мужчина седые волосы
👨🏾‍🦼	мужчина в электрическом кресле-коляске
👨🏾‍🦼‍➡	мужчина в электрическом кресле-коляске , направленные вправо
👨🏾‍🦽	мужчина в ручном кресле-коляске
👨🏾‍🦽‍➡	мужчина в ручном кресле-коляске , направленные вправо
👨🏾‍🫯‍👨🏻	мужчины-борцы
👨🏾‍🫯‍👨🏼	мужчины-борцы
👨🏾‍🫯‍👨🏽	мужчины-борцы
👨🏾‍🫯‍👨🏿	мужчины-борцы
👨🏿	мужчина
👨🏿‍⚕	врач
👨🏿‍⚖	мужчина-судья
👨🏿‍✈	мужчина-пилот
👨🏿‍❤‍👨🏻	влюбленная пара: мужчина мужчина
👨🏿‍❤‍👨🏼	влюбленная пара: мужчина мужчина
👨🏿‍❤‍👨🏽	влюбленная пара: мужчина мужчина
👨🏿‍❤‍👨🏾	влюбленная пара: мужчина мужчина
👨🏿‍❤‍👨🏿	влюбленная пара: мужчина мужчина
👨🏿‍❤‍💋‍👨🏻	поцелуй: мужчина мужчина
👨🏿‍❤‍💋‍👨🏼	поцелуй: мужчина мужчина
👨🏿‍❤‍💋‍👨🏽	поцелуй: мужчина мужчина
👨🏿‍❤‍💋‍👨🏾	поцелуй: мужчина мужчина
👨🏿‍❤‍💋‍👨🏿	поцелуй: мужчина мужчина
👨🏿‍🌾	мужчина-фермер
👨🏿‍🍳	мужчина-повар
👨🏿‍🍼	кормящий мужчина
👨🏿‍🎓	студент
👨🏿‍🎤	мужчина-певец
👨🏿‍🎨	мужчина-художник
👨🏿‍🏫	учитель
👨🏿‍🏭	мужчина-рабочий
👨🏿‍🐰‍👨🏻	мужчины с ушами кролика
👨🏿‍🐰‍👨🏼	мужчины с ушами кролика
👨🏿‍🐰‍👨🏽	мужчины с ушами кролика
👨🏿‍🐰‍👨🏾	мужчины с ушами кролика
👨🏿‍💻	мужчина-инженер
👨🏿‍💼	офисный работник - мужчина
👨🏿‍🔧	мужчина-механик
👨🏿‍🔬	мужчина-ученый
👨🏿‍🚀	мужчина-космонавт
👨🏿‍🚒	мужчина-пожарный
👨🏿‍🤝‍👨🏻	двое мужчин
👨🏿‍🤝‍👨🏼	двое мужчин
👨🏿‍🤝‍👨🏽	двое мужчин
👨🏿‍🤝‍👨🏾	двое мужчин
👨🏿‍🦯	мужчина с тростью для ходьбы
👨🏿‍🦯‍➡	мужчина с тростью для ходьбы , направленные вправо
👨🏿‍🦰	мужчина рыжие волосы
👨🏿‍🦱	мужчина кудрявые волосы
👨🏿‍🦲	мужчина без волос
👨🏿‍🦳	мужчина седые волосы
👨🏿‍🦼	мужчина в электрическом кресле-коляске
👨🏿‍🦼‍➡	мужчина в электрическом кресле-коляске , направленные вправо
👨🏿‍🦽	мужчина в ручном кресле-коляске
👨🏿‍🦽‍➡	мужчина в ручном кресле-коляске , направленные вправо
👨🏿‍🫯‍👨🏻	мужчины-борцы
👨🏿‍🫯‍👨🏼	мужчины-борцы
👨🏿‍🫯‍👨🏽	мужчины-борцы
👨🏿‍🫯‍👨🏾	мужчины-борцы
👩	женщина
👩‍⚕	женщина-врач
👩‍⚖	женщина-судья
👩‍✈	женщина-пилот
👩‍❤‍👨	влюбленная пара: женщина мужчина
👩‍❤‍👩	влюбленная пара: женщина женщина
👩‍❤‍💋‍👨	поцелуй: женщина мужчина
👩‍❤‍💋‍👩	поцелуй: женщина женщина
👩‍🌾	женщина-фермер
👩‍🍳	повариха
👩‍🍼	кормящая женщина
👩‍🎓	студентка
👩‍🎤	певица
👩‍🎨	художница
👩‍🏫	учительница
👩‍🏭	работница
👩‍👦	семья: женщина мальчик
👩‍👦‍👦	семья: женщина мальчик мальчик
👩‍👧	семья: женщина девочка
👩‍👧‍👦	семья: женщина девочка мальчик
👩‍👧‍👧	семья: женщина девочка девочка
👩‍👩‍👦	семья: женщина женщина мальчик
👩‍👩‍👦‍👦	семья: женщина женщина мальчик мальчик
👩‍👩‍👧	семья: женщина женщина девочка
👩‍👩‍👧‍👦	семья: женщина женщина девочка мальчик
👩‍👩‍👧‍👧	семья: женщина женщина девочка девочка
👩‍💻	женщина-инженер
👩‍💼	офисная работница
👩‍🔧	женщина-механик
👩‍🔬	ученая
👩‍🚀	женщина-космонавт
👩‍🚒	женщина-пожарный
👩‍🦯	женщина с тростью для ходьбы
👩‍🦯‍➡	женщина с тростью для ходьбы: , направленные вправо
👩‍🦰	женщина: рыжие волосы
👩‍🦱	женщина: кудрявые волосы
👩‍🦲	женщина: без волос
👩‍🦳	женщина: седые волосы
👩‍🦼	женщина в электрическом кресле-коляске
👩‍🦼‍➡	женщина в электрическом кресле-коляске: , направленные вправо
👩‍🦽	женщина в ручном кресле-коляске
👩‍🦽‍➡	женщина в ручном кресле-коляске: , направленные вправо
👩🏻	женщина
👩🏻‍⚕	женщина-врач
👩🏻‍⚖	женщина-судья
👩🏻‍✈	женщина-пилот
👩🏻‍❤‍👨🏻	влюбленная пара: женщина мужчина
👩🏻‍❤‍👨🏼	влюбленная пара: женщина мужчина
👩🏻‍❤‍👨🏽	влюбленная пара: женщина мужчина
👩🏻‍❤‍👨🏾	влюбленная пара: женщина мужчина
👩🏻‍❤‍👨🏿	влюбленная пара: женщина мужчина
👩🏻‍❤‍👩🏻	влюбленная пара: женщина женщина
👩🏻‍❤‍👩🏼	влюбленная пара: женщина женщина
👩🏻‍❤‍👩🏽	влюбленная пара: женщина женщина
👩🏻‍❤‍👩🏾	влюбленная пара: женщина женщина
👩🏻‍❤‍👩🏿	влюбленная пара: женщина женщина
👩🏻‍❤‍💋‍👨🏻	поцелуй: женщина мужчина
👩🏻‍❤‍💋‍👨🏼	поцелуй: женщина мужчина
👩🏻‍❤‍💋‍👨🏽	поцелуй: женщина мужчина
👩🏻‍❤‍💋‍👨🏾	поцелуй: женщина мужчина
👩🏻‍❤‍💋‍👨🏿	поцелуй: женщина мужчина
👩🏻‍❤‍💋‍👩🏻	поцелуй: женщина женщина
👩🏻‍❤‍💋‍👩🏼	поцелуй: женщина женщина
👩🏻‍❤‍💋‍👩🏽	поцелуй: женщина женщина
👩🏻‍❤‍💋‍👩🏾	поцелуй: женщина женщина
👩🏻‍❤‍💋‍👩🏿	поцелуй: женщина женщина
👩🏻‍🌾	женщина-фермер
👩🏻‍🍳	повариха
👩🏻‍🍼	кормящая женщина
👩🏻‍🎓	студентка
👩🏻‍🎤	певица
👩🏻‍🎨	художница
👩🏻‍🏫	учительница
👩🏻‍🏭	работница
👩🏻‍🐰‍👩🏼	женщины с ушами кролика
👩🏻‍🐰‍👩🏽	женщины с ушами кролика
👩🏻‍🐰‍👩🏾	женщины с ушами кролика
👩🏻‍🐰‍👩🏿	женщины с ушами кролика
👩🏻‍💻	женщина-инженер
👩🏻‍💼	офисная работница
👩🏻‍🔧	женщина-механик
👩🏻‍🔬	ученая
👩🏻‍🚀	женщина-космонавт
👩🏻‍🚒	женщина-пожарный
👩🏻‍🤝‍👨🏼	мужчина и женщина
👩🏻‍🤝‍👨🏽	мужчина и женщина
👩🏻‍🤝‍👨🏾	мужчина и женщина
👩🏻‍🤝‍👨🏿	мужчина и женщина
👩🏻‍🤝‍👩🏼	две женщины
👩🏻‍🤝‍👩🏽	две женщины
👩🏻‍🤝‍👩🏾	две женщины
👩🏻‍🤝‍👩🏿	две женщины
👩🏻‍🦯	женщина с тростью для ходьбы
👩🏻‍🦯‍➡	женщина с тростью для ходьбы , направленные вправо
👩🏻‍🦰	женщина рыжие волосы
👩🏻‍🦱	женщина кудрявые волосы
👩🏻‍🦲	женщина без волос
👩🏻‍🦳	женщина седые волосы
👩🏻‍🦼	женщина в электрическом кресле-коляске
👩🏻‍🦼‍➡	женщина в электрическом кресле-коляске , направленные вправо
👩🏻‍🦽	женщина в ручном кресле-коляске
👩🏻‍🦽‍➡	женщина в ручном кресле-коляске , направленные вправо
👩🏻‍🫯‍👩🏼	женщины-борцы
👩🏻‍🫯‍👩🏽	женщины-борцы
👩🏻‍🫯‍👩🏾	женщины-борцы
👩🏻‍🫯‍👩🏿	женщины-борцы
👩🏼	женщина
👩🏼‍⚕	женщина-врач
👩🏼‍⚖	женщина-судья
👩🏼‍✈	женщина-пилот
👩🏼‍❤‍👨🏻	влюбленная пара: женщина мужчина
👩🏼‍❤‍👨🏼	влюбленная пара: женщина мужчина
👩🏼‍❤‍👨🏽	влюбленная пара: женщина мужчина
👩🏼‍❤‍👨🏾	влюбленная пара: женщина мужчина
👩🏼‍❤‍👨🏿	влюбленная пара: женщина мужчина
👩🏼‍❤‍👩🏻	влюбленная пара: женщина женщина
👩🏼‍❤‍👩🏼	влюбленная пара: женщина женщина
👩🏼‍❤‍👩🏽	влюбленная пара: женщина женщина
👩🏼‍❤‍👩🏾	влюбленная пара: женщина женщина
👩🏼‍❤‍👩🏿	влюбленная пара: женщина женщина
👩🏼‍❤‍💋‍👨🏻	поцелуй: женщина мужчина
👩🏼‍❤‍💋‍👨🏼	поцелуй: женщина мужчина
👩🏼‍❤‍💋‍👨🏽	поцелуй: женщина мужчина
👩🏼‍❤‍💋‍👨🏾	поцелуй: женщина мужчина
👩🏼‍❤‍💋‍👨🏿	поцелуй: женщина мужчина
👩🏼‍❤‍💋‍👩🏻	поцелуй: женщина женщина
👩🏼‍❤‍💋‍👩🏼	поцелуй: женщина женщина
👩🏼‍❤‍💋‍👩🏽	поцелуй: женщина женщина
👩🏼‍❤‍💋‍👩🏾	поцелуй: женщина женщина
👩🏼‍❤‍💋‍👩🏿	поцелуй: женщина женщина
👩🏼‍🌾	женщина-фермер
👩🏼‍🍳	повариха
👩🏼‍🍼	кормящая женщина
👩🏼‍🎓	студентка
👩🏼‍🎤	певица
👩🏼‍🎨	художница
👩🏼‍🏫	учительница
👩🏼‍🏭	работница
👩🏼‍🐰‍👩🏻	женщины с ушами кролика
👩🏼‍🐰‍👩🏽	женщины с ушами кролика
👩🏼‍🐰‍👩🏾	женщины с ушами кролика
👩🏼‍🐰‍👩🏿	женщины с ушами кролика
👩🏼‍💻	женщина-инженер
👩🏼‍💼	офисная работница
👩🏼‍🔧	женщина-механик
👩🏼‍🔬	ученая
👩🏼‍🚀	женщина-космонавт
👩🏼‍🚒	женщина-пожарный
👩🏼‍🤝‍👨🏻	мужчина и женщина
👩🏼‍🤝‍👨🏽	мужчина и женщина
👩🏼‍🤝‍👨🏾	мужчина и женщина
👩🏼‍🤝‍👨🏿	мужчина и женщина
👩🏼‍🤝‍👩🏻	две женщины
👩🏼‍🤝‍👩🏽	две женщины
👩🏼‍🤝‍👩🏾	две женщины
👩🏼‍🤝‍👩🏿	две женщины
👩🏼‍🦯	женщина с тростью для ходьбы
👩🏼‍🦯‍➡	женщина с тростью для ходьбы , направленные вправо
👩🏼‍🦰	женщина рыжие волосы
👩🏼‍🦱	женщина кудрявые волосы
👩🏼‍🦲	женщина без волос
👩🏼‍🦳	женщина седые волосы
👩🏼‍🦼	женщина в электрическом кресле-коляске
👩🏼‍🦼‍➡	женщина в электрическом кресле-коляске , направленные вправо
👩🏼‍🦽	женщина в ручном кресле-коляске
👩🏼‍🦽‍➡	женщина в ручном кресле-коляске , направленные вправо
👩🏼‍🫯‍👩🏻	женщины-борцы
👩🏼‍🫯‍👩🏽	женщины-борцы
👩🏼‍🫯‍👩🏾	женщины-борцы
👩🏼‍🫯‍👩🏿	женщины-борцы
👩🏽	женщина
👩🏽‍⚕	женщина-врач
👩🏽‍⚖	женщина-судья
👩🏽‍✈	женщина-пилот
👩🏽‍❤‍👨🏻	влюбленная пара: женщина мужчина
👩🏽‍❤‍👨🏼	влюбленная пара: женщина мужчина
👩🏽‍❤‍👨🏽	влюбленная пара: женщина мужчина
👩🏽‍❤‍👨🏾	влюбленная пара: женщина мужчина
👩🏽‍❤‍👨🏿	влюбленная пара: женщина мужчина
👩🏽‍❤‍👩🏻	влюбленная пара: женщина женщина
👩🏽‍❤‍👩🏼	влюбленная пара: женщина женщина
👩🏽‍❤‍👩🏽	влюбленная пара: женщина женщина
👩🏽‍❤‍👩🏾	влюбленная пара: женщина женщина
👩🏽‍❤‍👩🏿	влюбленная пара: женщина женщина
👩🏽‍❤‍💋‍👨🏻	поцелуй: женщина мужчина
👩🏽‍❤‍💋‍👨🏼	поцелуй: женщина мужчина
👩🏽‍❤‍💋‍👨🏽	поцелуй: женщина мужчина
👩🏽‍❤‍💋‍👨🏾	поцелуй: женщина мужчина
👩🏽‍❤‍💋‍👨🏿	поцелуй: женщина мужчина
👩🏽‍❤‍💋‍👩🏻	поцелуй: женщина женщина
👩🏽‍❤‍💋‍👩🏼	поцелуй: женщина женщина
👩🏽‍❤‍💋‍👩🏽	поцелуй: женщина женщина
👩🏽‍❤‍💋‍👩🏾	поцелуй: женщина женщина
👩🏽‍❤‍💋‍👩🏿	поцелуй: женщина женщина
👩🏽‍🌾	женщина-фермер
👩🏽‍🍳	повариха
👩🏽‍🍼	кормящая женщина
👩🏽‍🎓	студентка
👩🏽‍🎤	певица
👩🏽‍🎨	художница
👩🏽‍🏫	учительница
👩🏽‍🏭	работница
👩🏽‍🐰‍👩🏻	женщины с ушами кролика
👩🏽‍🐰‍👩🏼	женщины с ушами кролика
👩🏽‍🐰‍👩🏾	женщины с ушами кролика
👩🏽‍🐰‍👩🏿	женщины с ушами кролика
👩🏽‍💻	женщина-инженер
👩🏽‍💼	офисная работница
👩🏽‍🔧	женщина-механик
👩🏽‍🔬	ученая
👩🏽‍🚀	женщина-космонавт
👩🏽‍🚒	женщина-пожарный
👩🏽‍🤝‍👨🏻	мужчина и женщина
👩🏽‍🤝‍👨🏼	мужчина и женщина
👩🏽‍🤝‍👨🏾	мужчина и женщина
👩🏽‍🤝‍👨🏿	мужчина и женщина
👩🏽‍🤝‍👩🏻	две женщины
👩🏽‍🤝‍👩🏼	две женщины
👩🏽‍🤝‍👩🏾	две женщины
👩🏽‍🤝‍👩🏿	две женщины
👩🏽‍🦯	женщина с тростью для ходьбы
👩🏽‍🦯‍➡	женщина с тростью для ходьбы , направленные вправо
👩🏽‍🦰	женщина рыжие волосы
👩🏽‍🦱	женщина кудрявые волосы
👩🏽‍🦲	женщина без волос
👩🏽‍🦳	женщина седые волосы
👩🏽‍🦼	женщина в электрическом кресле-коляске
👩🏽‍🦼‍➡	женщина в электрическом кресле-коляске , направленные вправо
👩🏽‍🦽	женщина в ручном кресле-коляске
👩🏽‍🦽‍➡	женщина в ручном кресле-коляске , направленные вправо
👩🏽‍🫯‍👩🏻	женщины-борцы
👩🏽‍🫯‍👩🏼	женщины-борцы
👩🏽‍🫯‍👩🏾	женщины-борцы
👩🏽‍🫯‍👩🏿	женщины-борцы
👩🏾	женщина
👩🏾‍⚕	женщина-врач
👩🏾‍⚖	женщина-судья
👩🏾‍✈	женщина-пилот
👩🏾‍❤‍👨🏻	влюбленная пара: женщина мужчина
👩🏾‍❤‍👨🏼	влюбленная пара: женщина мужчина
👩🏾‍❤‍👨🏽	влюбленная пара: женщина мужчина
